title_year,movie_title,imdb_score,num_voted_users
2009,Old Dogs ,5.4,31191
2009,Underworld: Rise of the Lycans ,6.6,119974
2007,License to Wed ,5.3,32157
2006,The Benchwarmers ,5.6,40651
2005,Must Love Dogs ,5.9,25883
1997,Donnie Brasco ,7.8,225122
2002,Resident Evil ,6.7,198701
1982,Poltergeist ,7.4,105446
2004,The Ladykillers ,6.2,84131
2008,Max Payne ,5.4,107772
2011,In Time ,6.7,304318
2010,The Back-up Plan ,5.3,40654
2011,Something Borrowed ,5.9,48019
,Hit the Floor             ,7,1641
2001,Black Knight ,4.8,30771
1976,The Bad News Bears ,7.3,16323
1994,Street Fighter ,3.8,53115
2002,The Pianist ,8.5,497946
2001,From Hell ,6.8,124765
2006,The Nativity Story ,6.8,8143
2005,House of Wax ,5.3,94456
2004,Closer ,7.3,168314
2011,J. Edgar ,6.6,102728
2008,Mirrors ,6.2,86205
2002,Queen of the Damned ,5.2,43991
1990,Predator 2 ,6.2,105478
2008,Untraceable ,6.2,40964
1999,Blast from the Past ,6.6,48621
1980,Flash Gordon ,6.4,38017
2004,Jersey Girl ,6.2,54346
2012,Alex Cross ,5.1,28257
1997,Midnight in the Garden of Good and Evil ,6.6,31751
2015,Heist ,6.1,16193
2010,Nanny McPhee Returns ,6.1,19230
1992,Hoffa ,6.6,17124
2008,The X Files: I Want to Believe ,5.9,78256
2004,Ella Enchanted ,6.3,47800
2015,Concussion ,7.1,44788
2011,Abduction ,5,65044
2005,Valiant ,5.6,15788
2000,Wonder Boys ,7.4,54643
2008,Superhero Movie ,4.5,52052
2013,Broken City ,6.2,63548
2005,Cursed ,5,26126
2012,Premium Rush ,6.5,95274
2015,Hot Pursuit ,5.1,34948
2002,The Four Feathers ,6.5,28130
2013,Parker ,6.2,90046
2004,Wimbledon ,6.3,51842
2010,Furry Vengeance ,3.8,12399
2012,Bait ,5.2,11482
1983,Krull ,6,23351
2007,Lions for Lambs ,6.2,41170
1991,Flight of the Intruder ,5.7,4795
2007,Walk Hard: The Dewey Cox Story ,6.7,55630
2001,The Shipping News ,6.8,28542
2001,American Outlaws ,6,12077
2009,The Young Victoria ,7.3,44931
2009,Whiteout ,5.5,31918
2011,The Tree of Life ,6.7,136367
1998,Knock Off ,4.8,11512
2014,Sabotage ,5.7,47498
2003,The Order ,5.1,14962
2008,Punisher: War Zone ,6,48999
2006,Zoom ,4.2,15015
2015,The Walk ,7.4,77394
1997,Warriors of Virtue ,4.6,2189
2006,A Good Year ,6.9,70698
,Luther             ,8.6,70568
1992,Radio Flyer ,6.9,10410
1993,"Blood In, Blood Out ",8,23181
1997,Smilla's Sense of Snow ,6.4,11747
2002,Femme Fatale ,6.3,28584
1980,Lion of the Desert ,8.4,9852
1995,The Horseman on the Roof ,7.1,4885
1999,Ride with the Devil ,6.8,11101
2010,Biutiful ,7.5,68885
2015,The Lovers ,4.5,2138
2006,Bandidas ,5.7,28848
2009,Black Water Transit ,7.2,219
2014,The Maze Runner ,6.8,310903
2015,Unfinished Business ,5.4,23072
1993,The Age of Innocence ,7.2,36267
2006,The Fountain ,7.3,190990
1999,Chill Factor ,5.2,8367
2012,Stolen ,5.5,36914
2008,Ponyo ,7.7,85589
2015,The Longest Ride ,7.1,50041
1999,The Astronaut's Wife ,5.3,45497
2000,I Dreamed of Africa ,5.6,3740
2012,Playing for Keeps ,5.7,23916
2013,Mandela: Long Walk to Freedom ,7.1,21223
1981,Reds ,7.5,16255
1992,A Few Good Men ,7.6,181879
2001,Exit Wounds ,5.5,27580
2000,Big Momma's House ,5.1,66941
2013,Thunder and the House of Magic ,6.3,4265
2011,The Darkest Hour ,4.9,49312
2012,Step Up Revolution ,6.5,45394
2006,Snakes on a Plane ,5.6,115649
2000,The Watcher ,5.3,22220
2004,The Punisher ,6.5,124242
2005,Goal! The Dream Begins ,6.8,50919
2012,Safe ,6.5,83097
1999,Pushing Tin ,6,24826
1983,Star Wars: Episode VI - Return of the Jedi ,8.4,681857
2008,Doomsday ,6,62770
2008,The Reader ,7.6,189812
2012,Wanderlust ,5.6,62198
2003,Elf ,6.9,147597
1996,Phenomenon ,6.4,63839
2002,Snow Dogs ,5.1,20219
1988,Scrooged ,7,61396
2006,Nacho Libre ,5.7,65551
2011,Bridesmaids ,6.8,218711
2013,This Is the End ,6.7,310540
1999,Stigmata ,6.2,54390
2000,Men of Honor ,7.2,89424
2010,Takers ,6.2,46961
2013,The Big Wedding ,5.6,37493
2011,"Big Mommas: Like Father, Like Son ",4.4,19671
2011,Source Code ,7.5,379462
1993,Alive ,7.1,38949
2007,The Number 23 ,6.4,164608
2013,The Young and Prodigious T.S. Spivet ,7.1,11347
1979,1941,5.9,25193
2005,Dreamer: Inspired by a True Story ,6.9,10018
2005,A History of Violence ,7.5,186606
2005,Transporter 2 ,6.3,156267
1995,The Quick and the Dead ,6.4,69197
2004,Laws of Attraction ,5.9,18771
1999,Bringing Out the Dead ,6.8,53028
2010,Repo Men ,6.3,87768
2007,Dragon Wars: D-War ,3.6,21506
1996,Bogus ,5.3,5176
2013,The Incredible Burt Wonderstone ,5.9,60596
1997,Cats Don't Dance ,6.9,5600
1999,Cradle Will Rock ,6.9,8039
2006,The Good German ,6.1,21481
2004,George and the Dragon ,5.7,3088
1979,Apocalypse Now ,8.5,450676
2010,Going the Distance ,6.3,50523
1995,Mr. Holland's Opus ,7.3,30230
2016,Criminal ,6.3,17319
1985,Out of Africa ,7.2,52339
2012,Flight ,7.3,264047
1979,Moonraker ,6.3,69534
2014,The Grand Budapest Hotel ,8.1,475518
2001,Hearts in Atlantis ,6.9,30339
1990,Arachnophobia ,6.3,50389
2000,Frequency ,7.3,81866
2016,Ghostbusters ,5.5,69790
2015,Vacation ,6.1,66123
1995,Get Shorty ,6.9,62986
2002,Chicago ,7.2,172080
1999,Big Daddy ,6.4,161858
2001,American Pie 2 ,6.4,200260
1995,Toy Story ,8.3,623757
1994,Speed ,7.2,260981
2012,The Vow ,6.8,145852
2010,Extraordinary Measures ,6.5,14281
2000,Remember the Titans ,7.8,160776
1990,The Hunt for Red October ,7.6,143696
2013,Lee Daniels' The Butler ,7.2,87665
2004,Dodgeball: A True Underdog Story ,6.7,185338
1991,The Addams Family ,6.8,96607
1995,Ace Ventura: When Nature Calls ,6.3,160321
2001,The Princess Diaries ,6.2,94049
1996,The First Wives Club ,6.2,31817
1995,Se7en ,8.6,1023511
2009,District 9 ,8,531737
2004,The SpongeBob SquarePants Movie ,7,58906
2003,Mystic River ,8,338415
2004,Million Dollar Baby ,8.1,482064
1999,Analyze This ,6.7,123940
2004,The Notebook ,7.9,396396
2008,27 Dresses ,6.1,124501
2009,Hannah Montana: The Movie ,4.2,31760
2000,Rugrats in Paris: The Movie ,6.1,8146
1991,The Prince of Tides ,6.6,12549
1994,Legends of the Fall ,7.5,112175
2009,Up in the Air ,7.4,270238
2002,About Schmidt ,7.2,107557
2013,Warm Bodies ,6.9,184641
2012,Looper ,7.4,428916
2001,Down to Earth ,5.4,19079
1995,Babe ,6.8,94435
2012,Hope Springs ,6.3,34258
2008,Forgetting Sarah Marshall ,7.2,217507
,Friday Night Lights             ,8.7,42746
2005,Four Brothers ,6.9,109894
2008,Baby Mama ,6,34079
1998,Hope Floats ,5.9,18973
2009,Bride Wars ,5.4,79094
2004,Without a Paddle ,5.9,37479
2004,13 Going on 30 ,6.1,122187
2011,Midnight in Paris ,7.7,301149
2014,The Nut Job ,5.8,19547
2001,Blow ,7.6,198066
1999,Message in a Bottle ,6.1,28942
1989,Star Trek V: The Final Frontier ,5.4,43743
2002,Like Mike ,5.1,15074
1994,Naked Gun 33 1/3: The Final Insult ,6.4,76850
1985,A View to a Kill ,6.3,68565
2005,The Curse of the Were-Rabbit ,7.5,98160
2007,P.S. I Love You ,7.1,167967
2005,Racing Stripes ,5.2,12570
2007,Atonement ,7.8,192930
2010,Letters to Juliet ,6.5,74630
1989,Black Rain ,6.6,39306
2012,The Three Stooges ,5.1,25484
2005,Corpse Bride ,7.4,188785
2006,Glory Road ,7.2,34910
2015,Sicario ,7.6,196217
2015,Southpaw ,7.5,147128
2009,Drag Me to Hell ,6.6,158354
2015,The Age of Adaline ,7.2,93767
2003,Secondhand Lions ,7.6,43378
2010,Step Up 3D ,6.2,47297
2002,Blue Crush ,5.6,26066
2006,Stranger Than Fiction ,7.6,186977
2007,30 Days of Night ,6.6,138435
2012,The Cabin in the Woods ,7,277172
2008,Meet the Spartans ,2.7,88518
1988,Midnight Run ,7.6,54042
1987,The Running Man ,6.6,112669
1986,Little Shop of Horrors ,6.9,49349
2011,Hanna ,6.8,159198
,The Family             ,7.5,3322
1997,Mortal Kombat: Annihilation ,3.7,36363
2011,Larry Crowne ,6.1,49205
2013,Carrie ,5.9,108242
2006,Take the Lead ,6.7,21767
,Entourage             ,8.5,135643
2006,Gridiron Gang ,6.9,33067
2001,What's the Worst That Could Happen? ,5.5,12466
2009,9,7.1,111117
2013,Side Effects ,7.1,148327
2004,The Prince and Me ,5.9,31984
2011,Winnie the Pooh ,7.3,15600
2003,Dumb and Dumberer: When Harry Met Lloyd ,3.4,30651
1998,Bulworth ,6.8,21998
2014,Get on Up ,6.9,15843
1998,One True Thing ,7,9283
1995,Virtuosity ,5.5,23579
2006,My Super Ex-Girlfriend ,5.1,53884
2014,Deliver Us from Evil ,6.2,54447
2011,Sanctum ,5.9,47003
2004,Little Black Book ,5.2,15052
2012,The Five-Year Engagement ,6.2,78974
2004,Mr 3000 ,5.5,12164
2010,The Next Three Days ,7.4,146364
2006,Ultraviolet ,4.4,70341
2005,Assault on Precinct 13 ,6.3,65979
1998,The Replacement Killers ,6.1,23345
1996,Fled ,5.3,7073
2002,Eight Legged Freaks ,5.4,43764
2010,Love & Other Drugs ,6.7,143368
2007,88 Minutes ,5.9,65628
2005,North Country ,7.3,32815
2004,The Whole Ten Yards ,5.5,45775
2009,Splice ,5.8,79517
1986,Howard the Duck ,4.6,33669
2008,Pride and Glory ,6.7,53053
2005,The Cave ,5.1,28606
2003,Alex & Emma ,5.6,11520
2004,Wicker Park ,7,44979
2011,Fright Night ,6.4,85024
2005,The New World ,6.7,70771
1999,Wing Commander ,4.1,14747
1999,In Dreams ,5.5,11003
2009,Dragonball: Evolution ,2.7,56451
2013,The Last Stand ,6.4,114241
2004,Godsend ,4.8,22449
2004,Chasing Liberty ,6.1,30092
2011,Hoodwinked Too! Hood vs. Evil ,4.8,9682
2005,An Unfinished Life ,7,24033
2009,The Imaginarium of Doctor Parnassus ,6.8,126307
2010,Barney's Version ,7.3,21086
,Trapped             ,8.2,2308
2013,Runner Runner ,5.6,52069
2001,Antitrust ,6.1,25558
1989,Glory ,7.9,101888
1984,Once Upon a Time in America ,8.4,221000
2013,Dead Man Down ,6.5,54147
2004,The Merchant of Venice ,7.1,29715
2002,The Good Thief ,6.6,9004
2005,Supercross ,4,3926
2006,Miss Potter ,7,23864
2005,The Promise ,5.6,8215
2006,DOA: Dead or Alive ,4.8,38503
2007,The Assassination of Jesse James by the Coward Robert Ford ,7.5,136104
2011,1911,6,4670
2009,Little Nicholas ,7.2,9214
2015,Wild Card ,5.6,36487
2011,Machine Gun Preacher ,6.8,52972
2010,Animals United ,4.9,4599
2007,The Color of Freedom ,7.1,10175
2014,United Passions ,2,3279
2014,Grace of Monaco ,5.7,12410
2015,A Warrior's Tail ,4.1,393
2002,Ripley's Game ,6.7,14618
2016,Sausage Party ,7.5,3302
2015,Pitch Perfect 2 ,6.5,97697
2005,Walk the Line ,7.9,188637
,12 Monkeys             ,7.6,20839
2000,Keeping the Faith ,6.4,44816
1997,The Borrowers ,5.8,16222
2008,Frost/Nixon ,7.7,88682
2002,Confessions of a Dangerous Mind ,7.1,71596
2002,Serving Sara ,5.3,14315
2016,The Boss ,5.3,16984
1987,Cry Freedom ,7.5,9913
1999,Mumford ,6.9,8134
2004,Seed of Chucky ,4.9,28632
2005,The Jacket ,7.1,92850
1992,Aladdin ,8,260939
2015,Straight Outta Compton ,7.9,119928
1984,Indiana Jones and the Temple of Doom ,7.6,329969
1998,The Rugrats Movie ,5.9,14005
2001,Along Came a Spider ,6.3,59232
2016,Florence Foster Jenkins ,7.1,2167
2003,Once Upon a Time in Mexico ,6.4,130094
1988,Die Hard ,8.2,592582
2008,Role Models ,6.9,195255
2015,The Big Short ,7.8,182983
2009,Taking Woodstock ,6.7,24663
2004,Miracle ,7.5,36636
2004,Dawn of the Dead ,7.4,194422
2001,The Wedding Planner ,5.2,61317
2013,Harlock: Space Pirate ,6.5,8227
2001,The Royal Tenenbaums ,7.6,209133
2003,Identity ,7.3,177828
2013,Last Vegas ,6.6,106755
1981,For Your Eyes Only ,6.8,72085
2001,Serendipity ,6.9,85423
1994,Timecop ,5.8,44394
2001,Zoolander ,6.6,201084
2013,Safe Haven ,6.7,78008
1993,Hocus Pocus ,6.7,60494
2007,No Reservations ,6.3,59068
2010,Kick-Ass ,7.7,435864
2011,30 Minutes or Less ,6.1,77935
2000,Dracula 2000 ,4.9,27378
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",6.2,29738
2005,Pride & Prejudice ,7.8,193455
1982,Blade Runner ,8.2,461609
1995,Rob Roy ,6.9,34427
2014,3 Days to Kill ,6.2,69355
2007,We Own the Night ,6.9,72693
2000,Lost Souls ,4.8,9338
2001,Winged Migration ,8,10369
2006,Just My Luck ,5.3,44103
1999,"Mystery, Alaska ",6.7,22250
2010,The Spy Next Door ,5.4,29971
1997,A Simple Wish ,5.4,4288
2001,Ghosts of Mars ,4.9,43006
2015,Our Brand Is Crisis ,6.1,11476
2016,Pride and Prejudice and Zombies ,5.8,23775
1997,Kundun ,7,21606
2008,How to Lose Friends & Alienate People ,6.5,61269
2013,Kick-Ass 2 ,6.6,202967
2006,Captain Alatriste: The Spanish Musketeer ,6.1,10266
2014,Brick Mansions ,5.7,32103
1983,Octopussy ,6.6,74374
2007,Knocked Up ,7,298590
2009,My Sister's Keeper ,7.4,74476
2008,"Welcome Home, Roscoe Jenkins ",5.3,10791
1984,A Passage to India ,7.4,12980
2006,Notes on a Scandal ,7.4,64625
2007,Rendition ,6.8,47203
,Limitless             ,7.9,38177
1991,Star Trek VI: The Undiscovered Country ,7.2,55513
2002,Divine Secrets of the Ya-Ya Sisterhood ,6,15352
2016,The Jungle Book ,7.8,106221
1997,Kiss the Girls ,6.6,50653
1980,The Blues Brothers ,7.9,142448
2008,The Sisterhood of the Traveling Pants 2 ,6.2,22304
2012,Joyful Noise ,5.7,6476
2002,About a Boy ,7.1,144021
1999,Lake Placid ,5.6,42761
2006,Lucky Number Slevin ,7.8,262153
1983,The Right Stuff ,7.9,45271
2011,Anonymous ,6.9,34488
1984,The NeverEnding Story ,7.4,99557
1998,Dark City ,7.7,156929
2008,The Duchess ,6.9,61777
,The Honeymooners             ,8.7,3446
1985,Return to Oz ,6.7,19568
1998,The Newton Boys ,6,8309
2009,Case 39 ,6.2,60555
2004,Suspect Zero ,5.9,16555
2007,Martian Child ,6.8,17436
2011,Spy Kids: All the Time in the World in 4D ,3.6,15866
2016,Money Monster ,6.7,19611
2001,Formula 51 ,6.3,42876
1999,Flawless ,6.4,14612
2004,Mindhunters ,6.4,49405
2008,What Just Happened ,5.7,23767
2003,The Statement ,6.2,4257
2006,The Magic Flute ,6.6,926
2009,Paul Blart: Mall Cop ,5.2,84209
2003,Freaky Friday ,6.1,96693
2005,The 40-Year-Old Virgin ,7.1,313797
1998,Shakespeare in Love ,7.2,175524
2014,A Walk Among the Tombstones ,6.5,87950
1990,Kindergarten Cop ,6,107801
2008,Pineapple Express ,7,255257
1998,Ever After: A Cinderella Story ,7,57958
2003,Open Range ,7.5,54096
1990,Flatliners ,6.6,62037
,It's Always Sunny in Philadelphia             ,8.8,133415
1977,A Bridge Too Far ,7.4,40277
2005,Red Eye ,6.5,94108
2003,Final Destination 2 ,6.2,120786
2000,"O Brother, Where Art Thou? ",7.8,225102
2010,Legion ,5.2,80870
2013,Pain & Gain ,6.5,161168
2004,In Good Company ,6.5,48973
2002,Clockstoppers ,5.2,11212
1985,Silverado ,7.2,28247
2009,Brothers ,7.1,88035
2004,Agent Cody Banks 2: Destination London ,4.5,11092
2011,New Year's Eve ,5.7,66579
2001,Original Sin ,6,44913
2012,The Raven ,6.4,72886
2004,Welcome to Mooseport ,5.2,10667
1994,Highlander: The Final Dimension ,4.3,16194
1996,Blood and Wine ,6.1,7772
1997,Snow White: A Tale of Terror ,6.3,8118
2001,The Curse of the Jade Scorpion ,6.8,31798
2015,Accidental Love ,4,5006
1996,Flipper ,5.2,8008
2015,Self/less ,6.5,57674
2005,The Constant Gardener ,7.5,111351
2004,The Passion of the Christ ,7.1,179235
1993,Mrs. Doubtfire ,6.9,181380
1988,Rain Man ,8,383784
2008,Gran Torino ,8.2,561773
2008,W. ,6.4,40941
2008,Taken ,7.9,483756
2014,The Best of Me ,6.7,43084
1992,The Bodyguard ,6.1,89972
1993,Schindler's List ,8.9,865020
2011,The Help ,8.1,318955
2013,The Fifth Estate ,6.2,29282
2004,Scooby-Doo 2: Monsters Unleashed ,4.9,33180
2014,Viy ,5.4,3170
2003,Freddy vs. Jason ,5.8,89101
2014,The Face of an Angel ,4.7,2863
2001,Jimmy Neutron: Boy Genius ,6,23943
2008,Cloverfield ,7,296787
1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,6,42765
1987,The Untouchables ,7.9,219008
2007,No Country for Old Men ,8.1,612060
2014,Ride Along ,6.2,75903
2001,Bridget Jones's Diary ,6.7,171568
2000,Chocolat ,7.3,150308
2003,"Legally Blonde 2: Red, White & Blonde ",4.6,46417
2012,Parental Guidance ,6.1,21176
2011,No Strings Attached ,6.2,168717
1993,Tombstone ,7.8,95241
2000,Romeo Must Die ,6.1,57040
1976,The Omen ,7.6,80958
2006,Final Destination 3 ,5.8,102861
2012,The Lucky One ,6.5,76882
2007,Bridge to Terabithia ,7.2,110390
2004,Finding Neverland ,7.8,174591
2013,A Madea Christmas ,4.7,4265
2011,The Grey ,6.8,203111
2005,Hide and Seek ,5.9,70205
2004,Anchorman: The Legend of Ron Burgundy ,7.2,267921
1990,Goodfellas ,8.7,728685
2003,Agent Cody Banks ,5,26755
2005,Nanny McPhee ,6.6,49676
1983,Scarface ,8.3,537442
1997,Nothing to Lose ,6.7,36253
1987,The Last Emperor ,7.8,70274
2012,Contraband ,6.5,101977
1997,Money Talks ,6.1,22748
2007,There Will Be Blood ,8.1,372990
2002,The Wild Thornberrys Movie ,5.2,12218
2003,Rugrats Go Wild ,5.6,5674
2002,Undercover Brother ,5.8,29661
2005,The Sisterhood of the Traveling Pants ,6.6,44838
2001,Kiss of the Dragon ,6.6,53126
2008,The House Bunny ,5.5,63969
2005,Beauty Shop ,5.5,13194
2014,Million Dollar Arm ,7,35833
2014,The Giver ,6.5,86251
2003,What a Girl Wants ,5.8,48095
2003,Jeepers Creepers II ,5.6,45102
2007,Good Luck Chuck ,5.6,74622
2003,Cradle 2 the Grave ,5.8,34942
2002,The Hours ,7.6,102123
2006,She's the Man ,6.4,116762
2007,Mr. Bean's Holiday ,6.3,88714
2004,Anacondas: The Hunt for the Blood Orchid ,4.6,22243
2013,Blood Ties ,6.5,14612
2007,August Rush ,7.5,87331
1998,Elizabeth ,7.5,75973
1998,Bride of Chucky ,5.3,39768
1970,Tora! Tora! Tora! ,7.5,25019
1997,Spice World ,3.3,28377
2011,The Sitter ,5.7,60202
2009,Dance Flick ,3.5,10161
1994,The Shawshank Redemption ,9.3,1689764
2001,Crocodile Dundee in Los Angeles ,4.8,19699
1996,Kingpin ,6.9,63459
2014,The Gambler ,6,48559
2013,August: Osage County ,7.3,67797
2005,Ice Princess ,6,19737
2005,A Lot Like Love ,6.6,58297
2016,Eddie the Eagle ,7.5,32507
1998,He Got Game ,6.9,36108
1994,Don Juan DeMarco ,6.8,41310
,Shaun the Sheep             ,8.3,7968
2010,Dear John ,6.3,104356
2010,The Losers ,6.4,74691
2010,Don't Be Afraid of the Dark ,5.6,40776
2007,War ,6.3,72673
2002,Punch-Drunk Love ,7.3,109855
2004,EuroTrip ,6.6,162067
2002,Half Past Dead ,4.6,12263
2006,Unaccompanied Minors ,5.1,8398
1988,"Bright Lights, Big City ",5.6,5817
1996,The Adventures of Pinocchio ,5.3,4086
2005,The Greatest Game Ever Played ,7.5,22289
2009,The Box ,5.6,76303
2008,The Ruins ,5.9,60062
2000,The Next Best Thing ,4.7,9361
2010,My Soul to Take ,4.8,16411
2004,The Girl Next Door ,6.8,171151
1996,Maximum Risk ,5.4,15814
2002,Stealing Harvard ,5.1,11211
2015,Legend ,7,87682
2007,Hot Rod ,6.7,59900
2011,Shark Night 3D ,4,20823
1999,Angela's Ashes ,7.3,16995
2014,Draft Day ,6.8,39357
1985,Lifeforce ,6.1,15531
,The Powerpuff Girls             ,7.2,23664
2010,The Conspirator ,7,23696
2005,Lords of Dogtown ,7.1,43903
2015,The 33 ,6.9,21098
1986,Big Trouble in Little China ,7.3,92464
2012,A Perfect Plan ,6.3,5525
2011,Warrior ,8.2,332276
1996,Michael Collins ,7.1,24145
1993,Gettysburg ,7.7,21940
2008,Stop-Loss ,6.5,17757
2002,Abandon ,4.9,7909
1999,Brokedown Palace ,6.4,18693
2012,The Possession ,5.9,47169
1996,Mrs. Winterbourne ,6.2,5668
2011,Straw Dogs ,5.8,27117
2006,The Hoax ,6.7,14581
1991,Stone Cold ,5.9,4972
2009,The Road ,7.3,177401
1984,Sheena ,4.8,3334
2005,Underclassman ,4.1,4875
2001,Say It Isn't So ,4.9,11375
2005,The World's Fastest Indian ,7.9,44198
2006,Snakes on a Plane ,5.6,115650
1995,Tank Girl ,5.2,24790
2005,King's Ransom ,4.1,3229
2008,Blindness ,6.6,59462
2005,BloodRayne ,2.9,30628
2011,Carnage ,7.2,96480
2005,Where the Truth Lies ,6.5,14982
2012,Cirque du Soleil: Worlds Away ,6.8,7100
1998,Without Limits ,7.2,5841
2008,Me and Orson Welles ,6.8,9264
2013,The Best Offer ,7.8,69676
2009,Bad Lieutenant: Port of Call New Orleans ,6.7,64944
2010,A Turtle's Tale: Sammy's Adventures ,6.1,5385
2010,Little White Lies ,7.1,18395
2010,Love Ranch ,5.7,2395
2009,The True Story of Puss'N Boots ,2.9,753
2010,Space Dogs ,5.2,891
2013,The Counselor ,5.3,80861
2011,Ironclad ,6.2,34338
1970,Waterloo ,7.3,5911
2014,Kung Fu Killer ,6.5,5900
2014,Red Sky ,4.1,1084
1988,Dangerous Liaisons ,7.7,52846
2012,On the Road ,6.1,33107
1986,Star Trek IV: The Voyage Home ,7.3,61621
2006,Rocky Balboa ,7.2,162130
2015,Point Break ,5.3,33958
1997,Scream 2 ,6.1,124941
2016,Jane Got a Gun ,5.8,8885
2014,Think Like a Man Too ,5.7,15310
2000,The Whole Nine Yards ,6.7,90374
1984,Footloose ,6.5,51459
2003,Old School ,7.2,185258
1991,The Fisher King ,7.6,63274
1998,I Still Know What You Did Last Summer ,4.6,55398
2000,Return to Me ,6.9,16469
2008,Zack and Miri Make a Porno ,6.6,149835
2000,Nurse Betty ,6.3,30119
2009,The Men Who Stare at Goats ,6.2,109620
2001,Double Take ,5.3,5431
1999,"Girl, Interrupted ",7.3,125421
2004,Win a Date with Tad Hamilton! ,5.6,22844
1999,Muppets from Space ,6.2,14637
1978,The Wiz ,5.2,10895
2000,Ready to Rumble ,5.3,11709
1999,Play It to the Bone ,5.4,10100
2011,I Don't Know How She Does It ,4.9,16437
2010,Piranha 3D ,5.5,72552
2004,Beyond the Sea ,6.7,12821
1998,Meet the Deedles ,3.9,2265
1993,The Princess and the Cobbler ,7.2,2541
2004,The Bridge of San Luis Rey ,5.1,2919
2010,Faster ,6.5,80574
2004,Howl's Moving Castle ,8.2,214091
2009,Zombieland ,7.7,386217
2005,King Kong ,7.2,316020
1998,The Waterboy ,6.1,119450
1980,Star Wars: Episode V - The Empire Strikes Back ,8.8,837759
1995,Bad Boys ,6.8,172405
1991,The Naked Gun 2½: The Smell of Fear ,6.8,83269
2000,Final Destination ,6.7,181058
2011,The Ides of March ,7.1,188652
2000,Pitch Black ,7.1,193962
2001,Someone Like You... ,6.1,19709
2013,Her ,8,355126
2016,Eddie the Eagle ,7.5,32513
2001,Joy Ride ,6.6,53415
2013,The Adventurer: The Curse of the Midas Box ,5.4,4191
1999,Anywhere But Here ,6.1,14786
2004,Chasing Liberty ,6.1,30092
2000,The Crew ,5.6,3914
2011,Haywire ,5.8,72646
1987,Jaws: The Revenge ,2.8,30840
1996,Marvin's Room ,6.7,20163
2008,The Longshots ,5.1,3174
1999,The End of the Affair ,7.2,17740
1991,Harley Davidson and the Marlboro Man ,6,14473
2007,In the Valley of Elah ,7.2,60115
2009,Coco Before Chanel ,6.7,32003
2015,Forsaken ,6.3,4693
2009,Chéri ,6.2,8924
,Rogue             ,6.8,1781
2004,Vanity Fair ,6.2,17373
2009,Bodyguards and Assassins ,6.9,6263
2007,1408,6.8,209396
1987,Spaceballs ,7.1,136667
2014,The Water Diviner ,7.1,53341
1990,Ghost ,7,154199
1998,There's Something About Mary ,7.1,247289
1994,The Santa Clause ,6.4,64742
2002,The Rookie ,7,26434
2007,The Game Plan ,6.2,44021
1995,The Bridges of Madison County ,7.5,54631
2001,The Animal ,4.8,47383
1982,Gandhi ,8.1,171726
2014,The Hundred-Foot Journey ,7.3,52894
1995,The Net ,5.8,48909
2001,I Am Sam ,7.6,121937
2014,Son of God ,5.6,15448
2003,Underworld ,7,208092
2005,Derailed ,6.6,62584
2009,The Informant! ,6.5,52888
1993,Shadowlands ,7.4,13455
2005,Deuce Bigalow: European Gigolo ,4.6,41239
2013,Delivery Man ,6.4,59805
2015,Victor Frankenstein ,6,28621
2016,Our Kind of Traitor ,6.4,2587
2001,Saving Silverman ,5.9,33287
2012,Diary of a Wimpy Kid: Dog Days ,6.4,15665
1999,Summer of Sam ,6.6,31227
2001,Jay and Silent Bob Strike Back ,6.9,128593
2005,The Island ,6.9,263336
2001,The Glass House ,5.8,25462
2016,"Hail, Caesar! ",6.4,60926
2001,Josie and the Pussycats ,5.3,18900
2013,Homefront ,6.5,82804
2000,The Little Vampire ,5.7,7242
2004,I Heart Huckabees ,6.7,56813
1993,RoboCop 3 ,3.9,35018
2001,Megiddo: The Omega Code 2 ,4.1,2253
1970,Darling Lili ,6.2,1547
1999,Dudley Do-Right ,3.8,8176
2015,The Transporter Refueled ,5.1,26767
2004,The Libertine ,6.4,31433
2006,Black Book ,7.8,59507
2005,Joyeux Noel ,7.8,21394
2012,Hit and Run ,6.1,29322
2008,Mad Money ,5.8,16831
2014,Before I Go to Sleep ,6.3,48873
1977,Sorcerer ,7.7,9513
2010,Stone ,5.4,34985
2007,Molière ,7.3,5166
2013,Out of the Furnace ,6.8,83171
2007,Michael Clayton ,7.3,133367
1996,My Fellow Americans ,6.5,12278
1999,Arlington Road ,7.2,69980
2013,Underdogs ,6.7,6920
2012,To Rome with Love ,6.3,67893
1982,Firefox ,5.9,19832
1999,South Park: Bigger Longer & Uncut ,7.8,162037
2007,Death at a Funeral ,7.4,89547
1993,Teenage Mutant Ninja Turtles III ,4.8,25086
2001,Hardball ,6.3,22649
2012,Silver Linings Playbook ,7.8,533607
2007,Freedom Writers ,7.5,52533
2010,For Colored Girls ,6,6067
2002,The Transporter ,6.8,237248
2008,Never Back Down ,6.6,80556
1999,The Rage: Carrie 2 ,4.6,13065
,The Bachelor             ,2.9,4398
2009,Away We Go ,7.1,45992
2008,Swing Vote ,6.1,15079
2002,Moonlight Mile ,6.7,11983
2011,Tinker Tailor Soldier Spy ,7.1,149066
1999,Molly ,5.8,2295
2011,The Beaver ,6.7,39764
1982,The Best Little Whorehouse in Texas ,5.8,7748
